车名	评分	购买地点	购买时间	购买价格	油耗+里程	序号	列1	空间	动力	操控	油耗	舒适性	外观	内饰	性价比	购车目的	Attributes	Sentences	Label
昂科威                        2020款 昂科威S 652T 四驱Avenir艾维亚	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	西安	2020/12/1	24.99万元	10.2升/百公里9985公里	10998	4.75	5	5	4	5	5	5	5	5	上下班购物商务差旅越野	开关	"['按键换挡杆', '换挡按键区域', '换挡按键的']"	neutral
昂科威                        2020款 昂科威S 652T 四驱Avenir艾维亚	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	西安	2020/12/1	24.99万元	10.2升/百公里9985公里	10998	4.75	5	5	4	5	5	5	5	5	上下班购物商务差旅越野	车身附件	['材质装饰板']	neutral
昂科威                        2020款 昂科威S 652T 四驱Avenir艾维亚	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	西安	2020/12/1	24.99万元	10.2升/百公里9985公里	10998	4.75	5	5	4	5	5	5	5	5	上下班购物商务差旅越野	传动	"['变速箱换挡', '变速箱换挡按键', '变速箱的反应很快,迅速降档。']"	positive
昂科威                        2020款 昂科威S 652T 四驱Avenir艾维亚	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	西安	2020/12/1	24.99万元	10.2升/百公里9985公里	10998	4.75	5	5	4	5	5	5	5	5	上下班购物商务差旅越野	车内附件	"['档把的右侧有两个杯座,很人性化的设计。', '杯座后部有中央扶手箱,中央扶手箱的下部']"	positive
昂科威                        2020款 昂科威S 652T 四驱Avenir艾维亚	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	西安	2020/12/1	24.99万元	10.2升/百公里9985公里	10998	4.75	5	5	4	5	5	5	5	5	上下班购物商务差旅越野	油耗量	"['我觉得日常的燃油消耗还是挺不错的,从提车以来行驶了9000多公里,在市区道路行驶的时候,百公里的燃油消耗基本上在12L左右,高速行驶的燃油消耗基本上在10L左右。']"	positive
昂科威                        2020款 昂科威S 652T 四驱Avenir艾维亚	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	西安	2020/12/1	24.99万元	10.2升/百公里9985公里	10998	4.75	5	5	4	5	5	5	5	5	上下班购物商务差旅越野	舒适性	"['对于爱车昂科威S的乘坐舒适度的表现,我是给予好评的,我觉得爱车在舒适性方面很不错,舒适度很好,即使是长途驾驶时候']"	positive
昂科威                        2020款 昂科威S 652T 四驱Avenir艾维亚	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	西安	2020/12/1	24.99万元	10.2升/百公里9985公里	10998	4.75	5	5	4	5	5	5	5	5	上下班购物商务差旅越野	悬挂	"['悬架的减震效果也是值得称道的,通过城区内减速带减速杠的时候,对于颠簸的过滤蛮不错的。']"	positive
昂科威                        2020款 昂科威S 652T 四驱Avenir艾维亚	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	西安	2020/12/1	24.99万元	10.2升/百公里9985公里	10998	4.75	5	5	4	5	5	5	5	5	上下班购物商务差旅越野	灯具	"['如外对于我爱车前后大灯组的设计,我也是比较喜欢的。']"	positive
昂科威                        2020款 昂科威S 652T 四驱Avenir艾维亚	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	西安	2020/12/1	24.99万元	10.2升/百公里9985公里	10998	4.75	5	5	4	5	5	5	5	5	上下班购物商务差旅越野	保养	"['我觉得爱车昂科威S这款车性价比还是蛮不错的,这款车的购入,不仅给我生意场上,带来了不一样的感受,在家庭的生活中,给我的生活,也带来了品质出行的质感。']"	positive
昂科威                        2016款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	上海嘉定	2015/10/1	29.20万元	12.5升/百公里34000公里	8628	3	4	4	3	2	3	5	5	3	上下班商务差旅拉货	内饰	"['内饰好看,尤其是内饰座椅的颜色,后排比较大', '耐看型内饰']"	positive
昂科威                        2016款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	上海嘉定	2015/10/1	29.20万元	12.5升/百公里34000公里	8628	3	4	4	3	2	3	5	5	3	上下班商务差旅拉货	舒适性	"['符合大部分的审美异响,好多出异响,解决了这个处另外一处有来了,还是车子不成熟', '舒适性真的', '停着隔音还好']"	neutral
昂科威                        2016款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	上海嘉定	2015/10/1	29.20万元	12.5升/百公里34000公里	8628	3	4	4	3	2	3	5	5	3	上下班商务差旅拉货	车身空间	"['空间完全够了,后备箱装不了很多东西。', '储物空间：装东西一般般']"	negative
昂科威                        2016款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	上海嘉定	2015/10/1	29.20万元	12.5升/百公里34000公里	8628	3	4	4	3	2	3	5	5	3	上下班商务差旅拉货	动力性能	"['一家人的东西有点不够用动力还行,够用操控真的一般,根本没有开车的感觉']"	neutral
昂科威                        2016款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	上海嘉定	2015/10/1	29.20万元	12.5升/百公里34000公里	8628	3	4	4	3	2	3	5	5	3	上下班商务差旅拉货	行驶	"['不舒服', '就Q5底盘真的不在']"	negative
昂科威                        2016款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	上海嘉定	2015/10/1	29.20万元	12.5升/百公里34000公里	8628	3	4	4	3	2	3	5	5	3	上下班商务差旅拉货	悬挂	['很松垮']	neutral
昂科威                        2016款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	上海嘉定	2015/10/1	29.20万元	12.5升/百公里34000公里	8628	3	4	4	3	2	3	5	5	3	上下班商务差旅拉货	燃油系统	['上面油耗不说了']	neutral
昂科威                        2016款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	上海嘉定	2015/10/1	29.20万元	12.5升/百公里34000公里	8628	3	4	4	3	2	3	5	5	3	上下班商务差旅拉货	外观设计	"['外观耐看型', '垃圾外观']"	neutral
昂科威                        2016款 28T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	上海嘉定	2015/10/1	29.20万元	12.5升/百公里34000公里	8628	3	4	4	3	2	3	5	5	3	上下班商务差旅拉货	保养	"['这个级别确实无敌了这个价位的话,下次买车还是买轿车,SUV性价比不是很高', '别克的售后是']"	neutral
昂科威                        2017款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	武汉	2017/8/1	19.19万元	10.4升/百公里960公里	9216	4.75	5	5	5	5	4	3	5	5	上下班购物接送小孩自驾游	外观设计	"['外观和是我最满意的地方,男人嘛,就是要对自己狠一点！', '中型SUV的车身长度为昂科威带来不小的优势', '整车外观修长、宽度不算很宽正好合适,家用便捷舒适。', '车身造型：整车的造型的确很饱满厚重。', '、外观、行驶感受、再加上优惠的价格,威武大气的昂科威不愧为神车终结者之盛名。', '都是冲着车的外观和性能直奔而去,而我的第二辆车']"	positive
昂科威                        2017款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	武汉	2017/8/1	19.19万元	10.4升/百公里960公里	9216	4.75	5	5	5	5	4	3	5	5	上下班购物接送小孩自驾游	内饰	"['和内饰是我最满意的地方,男人嘛,就是要对自己狠一点！', '后排地板纯平。', '家人乘坐后排都很好很舒服。', '全家出游时：大人小孩乘坐后排安全舒适,而且后排独立出风口让人家更加舒心。', '内饰会有反光现象', '内饰的精美也是吸引我的重要原因,这也是通用擅长的地方！', '内饰、、行驶感受、再加上优惠的价格,威武大气的昂科威不愧为神车终结者之盛名。']"	positive
昂科威                        2017款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	武汉	2017/8/1	19.19万元	10.4升/百公里960公里	9216	4.75	5	5	5	5	4	3	5	5	上下班购物接送小孩自驾游	车身空间	"['空间很大', '乘坐空间：我1米8的身高坐在后排放下扶手箱那个舒服的,简直是杠杠的！', '不关车窗速度一上80风噪那是根本无法想象的大,但是关上窗户整车的静谧性就很好了,完全是两种截然不同的体验。', '只不过昂科威如果有张像马自达一样的前脸,就完美了！']"	positive
昂科威                        2017款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	武汉	2017/8/1	19.19万元	10.4升/百公里960公里	9216	4.75	5	5	5	5	4	3	5	5	上下班购物接送小孩自驾游	动力性能	['动力方面还是有一点']	neutral
昂科威                        2017款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	武汉	2017/8/1	19.19万元	10.4升/百公里960公里	9216	4.75	5	5	5	5	4	3	5	5	上下班购物接送小孩自驾游	配气系统	"['、涡轮', '毕竟双离合加上涡轮增压。']"	neutral
昂科威                        2017款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	武汉	2017/8/1	19.19万元	10.4升/百公里960公里	9216	4.75	5	5	5	5	4	3	5	5	上下班购物接送小孩自驾游	传动	"['只需深踩一脚油门,转速立马提到5千多,马上就能为你带来推背的快感,个人习惯问题']"	positive
昂科威                        2017款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	武汉	2017/8/1	19.19万元	10.4升/百公里960公里	9216	4.75	5	5	5	5	4	3	5	5	上下班购物接送小孩自驾游	转向	"['方向盘很轻很方便,对于新手来说简直是福音。']"	positive
昂科威                        2017款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	武汉	2017/8/1	19.19万元	10.4升/百公里960公里	9216	4.75	5	5	5	5	4	3	5	5	上下班购物接送小孩自驾游	车身附件	['所以切勿在玻璃前摆放饰品。']	neutral
昂科威                        2017款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	武汉	2017/8/1	19.19万元	10.4升/百公里960公里	9216	4.75	5	5	5	5	4	3	5	5	上下班购物接送小孩自驾游	行驶	['大威之所以乘坐']	positive
昂科威                        2017款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	武汉	2017/8/1	19.19万元	10.4升/百公里960公里	9216	4.75	5	5	5	5	4	3	5	5	上下班购物接送小孩自驾游	悬挂	"['如此舒适', '很大']"	positive
昂科威                        2017款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	武汉	2017/8/1	19.19万元	10.4升/百公里960公里	9216	4.75	5	5	5	5	4	3	5	5	上下班购物接送小孩自驾游	燃油系统	"['37l/m的油耗,都不知道4儿子店里的人是怎么开出来的。']"	neutral
昂科威                        2017款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	武汉	2017/8/1	19.19万元	10.4升/百公里960公里	9216	4.75	5	5	5	5	4	3	5	5	上下班购物接送小孩自驾游	空调	"['空调基本没关过。', '空调：静谧的行驶感受、前后独立出风口和左右区分的温度调节让整车很舒适,再加上内循环的空气调节简直是完美！']"	positive
昂科威                        2017款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	武汉	2017/8/1	19.19万元	10.4升/百公里960公里	9216	4.75	5	5	5	5	4	3	5	5	上下班购物接送小孩自驾游	保养	"['、、行驶感受、再加上优惠的价格,威武大气的昂科威不愧为神车终结者之盛名。', '必须威武大气、性价比高、舒适便捷。']"	positive
昂科威                        2017款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	长沙	2017/2/1	25.09万元	10.5升/百公里4217公里	9536	5	5	5	5	5	5	5	5	5	上下班接送小孩自驾游	动力性能	"['动力强劲。', '动力真的是强劲,你只要敢踩油,动力很强劲。']"	positive
昂科威                        2017款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	长沙	2017/2/1	25.09万元	10.5升/百公里4217公里	9536	5	5	5	5	5	5	5	5	5	上下班接送小孩自驾游	车身空间	"['后备箱空间有点小', '空间充足', '空间很大。']"	positive
昂科威                        2017款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	长沙	2017/2/1	25.09万元	10.5升/百公里4217公里	9536	5	5	5	5	5	5	5	5	5	上下班接送小孩自驾游	开关	['空调按键有点迟钝。']	negative
昂科威                        2017款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	长沙	2017/2/1	25.09万元	10.5升/百公里4217公里	9536	5	5	5	5	5	5	5	5	5	上下班接送小孩自驾游	内饰	"['后排就三个大人一个小孩,充足。', '昂科威的内饰。']"	positive
昂科威                        2017款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	长沙	2017/2/1	25.09万元	10.5升/百公里4217公里	9536	5	5	5	5	5	5	5	5	5	上下班接送小孩自驾游	燃油系统	"['唯一想说的就是油耗有点高,平均在市区可以打到十三个左右。']"	neutral
昂科威                        2017款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	长沙	2017/2/1	25.09万元	10.5升/百公里4217公里	9536	5	5	5	5	5	5	5	5	5	上下班接送小孩自驾游	外观设计	"['外观大气,流线型强。']"	positive
昂科威                        2017款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	长沙	2017/2/1	25.09万元	10.5升/百公里4217公里	9536	5	5	5	5	5	5	5	5	5	上下班接送小孩自驾游	操控性	['摸着相当手感不错。']	positive
昂科威                        2017款 28T 四驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	长沙	2017/2/1	25.09万元	10.5升/百公里4217公里	9536	5	5	5	5	5	5	5	5	5	上下班接送小孩自驾游	保养	"['性价比,有点偏高,按这个价位,在比一般车要高一些。']"	neutral
